Symbol,n_drugs,n_interactions,drug_names,interaction_types,sources,pooled_log2FC,rem_pvalue,rem_padj,Direction,Gene_Family,is_hub,Priority
PTGES,18,18,ZALOGLANSTAT; COMPOUND 30 [PMID: 15953724]; RECOMBINANT VASCULAR ENDOTHELIAL GROWTH FACTOR; 6BIO; CURCUMIN; CURCUMIN PYRAZOLE; COMPOUND III [PMID: 24045148]; TNF-ALPHA; LY3023703; RECOMBINANT TRANSFORMING GROWTH FACTOR; COMPOUND 44 [PMID: 19748780]; FRILUGLANSTAT; CELECOXIB; CRISDESALAZINE; MK-886; COMPOUND 39 [PMID: 23623673]; VIPOGLANSTAT; INDOMETHACIN,inhibitor; ,GuideToPharmacology; NCI; DTC; PharmGKB; DTC; TTD; GuideToPharmacology,1.74004147134652,0.000128211790632093,0.00530889516022762,Up,Other,FALSE,Medium
GHRL,17,17,"RELAMORELIN; RALOXIFENE HYDROCHLORIDE; ETANERCEPT; ROFECOXIB; TNF-ALPHA; DRUGSATFDA.NDA:008378; ISPAGHULA HUSK; PIOGLITAZONE HYDROCHLORIDE; RISPERIDONE; ANAKINRA; HUMAN CHORIONIC GONADOTROPIN; CELECOXIB; INSULIN, REGULAR, HUMAN; MACIMORELIN; EPINEPHRINE; PHYTOSTEROL; SOMATROPIN (RECOMBINANT DNA ORIGIN)","",TTD; NCI; TdgClinicalTrial,-1.27563675253929,3.42061532645591e-06,0.000344421324231564,Down,Other,FALSE,Medium
PTGER4,17,17,"STREPTOZOCIN; BUTAPROST; DINOPROSTONE; 16,16-DIMETHYL-PGE2; DINOPROST; ONO-AE1-437; IBUPROFEN, SODIUM SALT; BGC-20-1531; EP4 ANTAGONIST ONO-4578; BETAMETHASONE; BGC201531; VORBIPIPRANT; GRAPIPRANT; PALUPIPRANT; RIVENPROST; ADALIMUMAB; CELECOXIB",; agonist; inhibitor,NCI; TTD; TEND; TdgClinicalTrial; DTC; ChEMBL; TdgClinicalTrial; ChEMBL; PharmGKB,-1.17134821160809,3.88864570477325e-05,0.00226609760136401,Down,Other,FALSE,Medium
C5,16,16,NOMACOPAN; CA2+; FLUFENAMIC ACID; ECULIZUMAB; OCTANOL; RAVULIZUMAB; VILOBELIMAB; ZILUCOPLAN; CROVALIMAB; TESIDOLUMAB; CARBENOXOLONE; OLENDALIZUMAB; PEXELIZUMAB; AVACINCAPTAD PEGOL; POZELIMAB; ZILUCOPLAN SODIUM,inhibitor; binder; ,ChEMBL; GuideToPharmacology; TEND; TdgClinicalTrial; PharmGKB; ChEMBL; TdgClinicalTrial,-1.00604726023055,0.000134114213019017,0.00544291585438657,Down,Other,FALSE,Medium
MCOLN3,15,15,"SN-1; SF-11; EVP-21; PHOSPHATIDYL (3,5) INOSITOL BISPHOSPHATE; SN-2; BUTACLAMOL HYDROCHLORIDE; PRU-12; CHEMBL:CHEMBL601135; CHEMBL:CHEMBL584031; PRU-10; MK6-83; ARECOLINE HYDROBROMIDE; ML SA1; SF-21; ESTRADIOL 3-METHYL ETHER",activator; ; inhibitor,GuideToPharmacology; DTC; GuideToPharmacology; DTC,-1.3764784929463,7.03492057157977e-12,6.58344419842721e-09,Down,Other,FALSE,Medium
EPHA8,14,14,ANTINEOPLASTIC AGENT; GNE-4997; COMPOUND 4G [PMID: 21316219]; SOQUELITINIB; VANDETANIB; PHYTOESTROGEN; BMS-509744; COMPOUND 7 [PMID: 22464456]; COMPOUND 25 [PMID: 31260299]; PRN694; IBRUTINIB; WZ4002; GENISTEIN; ACALABRUTINIB,; inhibitor,NCI; GuideToPharmacology; ChEMBL,-1.59323626360337,0.00127735562984559,0.0237677786142848,Down,Other,FALSE,Medium
CDH13,13,13,[3H]TBZOH; KETANSERIN; DEXTROAMPHETAMINE SULFATE; RESERPINE; ASPIRIN; [125I]IODOVINYL-TBZ; TETRABENAZINE; PERPHENAZINE; [125I]7-AZIDO-8-IODOKETANSERINE; CLOPIDOGREL; SORAFENIB; DEUTETRABENAZINE; [11C]DTBZ,inhibitor; ,GuideToPharmacology; PharmGKB,1.25115305373434,1.57533566707268e-07,3.29763356940254e-05,Up,Other,FALSE,Medium
DPEP1,13,13,"GSK-1838705A; INSULIN, REGULAR, HUMAN; DOVITINIB; CILASTATIN; MYRICETIN; DEXAMETHASONE; CILASTATIN SODIUM; COMPOUND 15 [PMID: 24900237]; BMS-536924; BRIGATINIB; LINSITINIB; CERITINIB; NVP-TAE 226",inhibitor; agonist; ,GuideToPharmacology; TEND; TTD; TdgClinicalTrial; ChEMBL; NCI; ChEMBL,-1.88716514185784,0.000805266116603362,0.0180690813103567,Down,Other,FALSE,Medium
AZGP1,12,12,NC00075159; RETIGABINE DERIVATIVE 10G; XE991; FLINDOKALNER; PYRITHIONE ZINC; TETRAMETHYLAMMONIUM; (S)-N-[1-(3-MORPHOLIN-4-YL-PHENYL)-ETHYL]-3-PHENYL-ACRYLAMIDE; BEPRIDIL; EZOGABINE; ML213; LINOPIRDINE; PIP2,activator; inhibitor; blocker,GuideToPharmacology,-1.59466008559443,1.07100069254081e-09,5.16319697503994e-07,Down,Other,FALSE,Medium
CD80,12,12,ABATACEPT; METHYLPREDNISOLONE; ANTINEOPLASTIC VACCINE; BELATACEPT; DNA VACCINE; CLOPIDOGREL; ROXITHROMYCIN; CYCLOSPORINE; PICIBANIL; TOREMIFENE; GALIXIMAB; VIAGENPUMATUCEL-L,inhibitor; ,TEND; TTD; NCI; TdgClinicalTrial; ChEMBL; NCI; TdgClinicalTrial; ChEMBL; PharmGKB; TTD; TdgClinicalTrial; ChEMBL; TTD,1.45476675973538,1.89137492986898e-06,0.000231460644302198,Up,Other,FALSE,Medium
FGA,11,11,"RETEPLASE; ALTEPLASE; ANISTREPLASE; ABCIXIMAB; FIBRINOGEN, HUMAN; TIROFIBAN; PLASMIN; EPTIFIBATIDE; ALFIMEPRASE; PLASMINOGEN; ANCROD",; inhibitor; cleavage,TEND; TdgClinicalTrial; TdgClinicalTrial; PharmGKB; ChEMBL; TdgClinicalTrial; ChEMBL,2.54934529020382,0.00136996480288387,0.0247386720193865,Up,Other,FALSE,Medium
GEM,11,11,TRANYLCYPROMINE; CC-90011; RN-1; GSK-LSD1; OG-L002; LIRILUMAB; TAK-418; NCL-1; SALVIANOLIC ACID B; GSK2879552; ORY-1001,inhibitor; ; activator,GuideToPharmacology; TTD,1.0569193581958,0.000578372546509169,0.0145360645219816,Up,Other,FALSE,Medium
DOK5,10,10,DAUNORUBICIN LIPOSOMAL; DOXORUBICIN HYDROCHLORIDE; CYTARABINE; PEGASPARGASE; CYCLOPHOSPHAMIDE ANHYDROUS; VINCRISTINE; PREDNISONE; METHOTREXATE; DEXAMETHASONE; THIOGUANINE,"",PharmGKB,1.09281964283556,0.00169469349316735,0.0284534640243299,Up,Other,FALSE,Medium
CTSK,9,9,MIV-701; RELACATIB; ONO-5334; ANTISENSE OLIGONUCLEOTIDES; CHEMBL:CHEMBL1085282; HEPARAN SULFATE; BALICATIB; ODANACATIB; CHEMBL:CHEMBL2316602,; inhibitor,TdgClinicalTrial; ChEMBL; NCI; TTD; TdgClinicalTrial; TALC; ChEMBL; TTD; TdgClinicalTrial; TALC; ChEMBL; DTC,1.28715991910915,0.00128960978455035,0.0239118905156312,Up,Other,FALSE,Medium
DKK1,9,9,IRINOTECAN HYDROCHLORIDE; DKN-01; PROTEASOME INHIBITOR; LEVOLEUCOVORIN; OXALIPLATIN; BHQ-880; THERAPEUTIC ANDROSTANOLONE; FLUOROURACIL; ALENDRONATE SODIUM,; inhibitor,CIViC; ChEMBL; NCI; TTD; ChEMBL; PharmGKB,3.89743965761101,0.000243508924494749,0.00813862075585496,Up,Other,FALSE,Medium
ADM,8,8,"ALTEPLASE; PAROXETINE HYDROCHLORIDE, HEMIHYDRATE; CHEMBL:CHEMBL2063510; CHEMBL:CHEMBL472004; INDOMETHACIN; PD-98059; ENIBARCIMAB; INSULIN, REGULAR, HUMAN",; modulator,NCI; PharmGKB; DTC; ChEMBL,1.48066434892113,2.49986353393828e-06,0.000280072739164959,Up,Other,FALSE,Medium
COL19A1,8,8,PAPAVERINE; TC-E 5005; PBF-999; PDE4 INHIBITOR 16; MARDEPODECT; MK-8189; COMPOUND 19 [PMID: 22142545]; COMPOUND 27 [PMID: 22142545],inhibitor,GuideToPharmacology,-1.45284148371153,0.000142631140087703,0.00557523048563946,Down,Other,FALSE,Medium
KCNA2,8,8,GUANIDINE HYDROCHLORIDE; STREPTOZOCIN; DALFAMPRIDINE; AMIFAMPRIDINE; OXIDOPAMINE; AMIFAMPRIDINE PHOSPHATE; TEDISAMIL; NERISPIRDINE,blocker; ,ChEMBL; NCI,-1.11905513385944,0.000135045759650437,0.00546677605668908,Down,Other,FALSE,Medium
NGF,8,9,MEDI-578; CERE-110; FASINUMAB; TANEZUMAB; FRUNEVETMAB; FULRANUMAB; BEDINVETMAB; PG-110,inhibitor; ; binder,TTD; ChEMBL; TTD; TdgClinicalTrial; TTD; TdgClinicalTrial; ChEMBL; ChEMBL; TTD,2.15201274110224,0.00124255832589921,0.0235099057747595,Up,Other,FALSE,Medium
C5AR1,7,8,FLUFENAMIC ACID; AVACOPAN; AVDORALIMAB; OCTANOL; CA2+; PMX53; CARBENOXOLONE,inhibitor; ,GuideToPharmacology; TTD; TdgClinicalTrial; ChEMBL; TTD,1.1666301297094,0.000976538908759191,0.0203147568408234,Up,Other,FALSE,Medium
CDA,7,7,CYTARABINE; GEMCITABINE; TETRAHYDROURIDINE; DAUNORUBICIN LIPOSOMAL; CEDAZURIDINE; DEOXYCYTIDINE; AZACITIDINE,; inhibitor,NCI; TTD; NCI; PharmGKB; ChEMBL,2.64303715026614,0.000138552264641274,0.00549149429233148,Up,Other,FALSE,Medium
GCKR,7,7,FLUOROURACIL; ALLOPURINOL; FENOFIBRATE MICRONIZED; FEBUXOSTAT; OXALIPLATIN; DEHYDRATED ALCOHOL; EPIRUBICIN,; inhibitor,PharmGKB; GuideToPharmacology,1.27771569427598,2.36663051373281e-06,0.000271907646206464,Up,Other,FALSE,Medium
MT1H,7,7,6-AMINONICOTINAMIDE; H2O2; THERAPEUTIC GLUCOCORTICOID; STREPTOZOCIN; SELENIUM; CISPLATIN; THERAPEUTIC HORMONE,"",NCI,-3.44469265640345,0.00253757767941171,0.0365981898680271,Down,Other,FALSE,Medium
NUAK1,7,7,CERDULATINIB; HTH-02-006; NARAZACICLIB; COMPOUND 25B [PMID: 22564207]; HTH-01-015; WZ4002; WZ4003,inhibitor,GuideToPharmacology,1.080137103385,0.00260729395929192,0.0371843860925692,Up,Other,FALSE,Medium
PRB2,7,7,IXAZOMIB CITRATE; CARFILZOMIB; DELANZOMIB; MARIZOMIB; OPROZOMIB; GEMCITABINE; BORTEZOMIB,"",TTD; PharmGKB,-1.99332376214222,9.89755087403847e-07,0.000138122927065858,Down,Other,FALSE,Medium
SCD,7,7,CLOFIBRATE; TIOCARLIDE; MK-8245; VITAMIN A; ARAMCHOL; ROSIGLITAZONE; COLCHICINE,"",NCI; TTD,1.22319443965292,4.3812180283781e-06,0.000425004863496751,Up,Other,FALSE,Medium
ALOX5AP,6,7,FIBOFLAPON SODIUM; VELIFLAPON; IL-3; DG031; FIBOFLAPON; GEMCITABINE,inhibitor; ,ChEMBL; NCI; TdgClinicalTrial; PharmGKB,1.25085537797972,7.63421542524994e-05,0.00373700717539389,Up,Other,FALSE,Medium
CXCR1,6,7,"NAVARIXIN; REPARIXIN; CANOCTAKIN; LADARIXIN; SX-682; IBUPROFEN, SODIUM SALT",inhibitor; ; modulator,ChEMBL; TTD; TdgClinicalTrial; TTD; ChEMBL; TdgClinicalTrial; TTD,1.96249945938212,0.000803754645356129,0.018060639340354,Up,Other,FALSE,Medium
HCAR2,6,6,GSK256073; MEPENZOLATE; MK-0354; NIACIN; ACIFRAN; SCH-900271,; agonist,TTD; TEND; TdgClinicalTrial; TTD; TdgClinicalTrial; DTC; DTC; TTD; ChEMBL,2.67225944036942,6.60512161272435e-10,3.38526631346547e-07,Up,Other,FALSE,Medium
KCND2,6,6,TEDISAMIL; NERISPIRDINE; DALFAMPRIDINE; AMIFAMPRIDINE PHOSPHATE; AMIFAMPRIDINE; GUANIDINE HYDROCHLORIDE,blocker,ChEMBL,1.73093487632896,0.000913219878620084,0.0195537214656352,Up,Other,FALSE,Medium
TFF2,6,6,APROTININ; NAFAMOSTAT; SIVELESTAT SODIUM; THERAPEUTIC HORMONE; GABEXATE; CAMOSTAT,"",TTD; NCI,2.30607161947211,4.97973619258827e-06,0.000471563232665993,Up,Other,FALSE,Medium
KCNK10,5,5,ISOFLURANE; HALOTHANE; SEVOFLURANE; ENFLURANE; DESFLURANE,potentiator,ChEMBL,-2.4432108097486,0.000177173999926717,0.0064648191853994,Down,Other,FALSE,Medium
LRRC32,5,5,KA1010; FIMEPINOSTAT; QUISINOSTAT; SS-208; VORINOSTAT,inhibitor,GuideToPharmacology,1.18403420343267,0.00143805713166882,0.0256193179257775,Up,Other,FALSE,Medium
S1PR5,5,5,ETRASIMOD ARGININE; ASP-4058; AMISELIMOD HYDROCHLORIDE; FINGOLIMOD LAURYL SULFATE; FINGOLIMOD HYDROCHLORIDE,modulator; ; binder; agonist,ChEMBL; TTD,1.15161420116138,0.000911342170189249,0.0195537214656352,Up,Other,FALSE,Medium
SLC29A2,5,5,MERCAPTOPURINE; DM-CHX; TECADENOSON; GPI-1046; GEMCITABINE,; inhibitor,NCI; GuideToPharmacology; DTC; PharmGKB,-1.10749020474492,0.00124355138650552,0.0235099057747595,Down,Transporter,FALSE,Medium
SLC2A3,5,5,"GLUFOSFAMIDE; [3H]2-DEOXYGLUCOSE; INSULIN, REGULAR, HUMAN; RESVERATROL; RECOMBINANT CYTOKINE","",TdgClinicalTrial; GuideToPharmacology; NCI; DTC,1.19211557535219,0.000231554660617307,0.00792215719518439,Up,Transporter,FALSE,Medium
AEBP1,4,4,JTE-013; DIOCTANOYLGLYCEROL PYROPHOSPHATE; SPHINGOSINE 1-PHOSPHATE; LPA,inhibitor; agonist,GuideToPharmacology,1.42695393681586,1.8123632010545e-05,0.00121657747534076,Up,Other,FALSE,Medium
C6,4,4,CA2+; FLUFENAMIC ACID; CARBENOXOLONE; OCTANOL,inhibitor,GuideToPharmacology,-1.15202212426494,0.000278388514288102,0.00898353524099271,Down,Other,FALSE,Medium
COL8A2,4,4,VINPOCETINE; CALMODULIN; COMPOUND 3M [PMID: 32603117]; SCH51866,inhibitor; activator,GuideToPharmacology,1.63956131857149,0.000119994219987142,0.00512924257547603,Up,Other,FALSE,Medium
CTH,4,4,BALANOL; G&OUML; 6983; ARACHIDONIC ACID; COMPOUND 3 [PMID: 19097791],inhibitor; activator,GuideToPharmacology,-1.67715657793213,7.12284595012693e-05,0.00350827728237057,Down,Other,FALSE,Medium
GPT,4,4,ANHYDROUS TACROLIMUS; ABL127; GLUCAGON (RDNA); PROTEASE INHIBITOR,; inhibitor,NCI; GuideToPharmacology,-1.63602758265096,0.00107871473879495,0.0216682737114758,Down,Other,FALSE,Medium
H1-1,4,4,"LONIDAMINE; NITROFURANTOIN, MACROCRYSTALS; ZAPRINAST; ENTACAPONE",inhibitor,GuideToPharmacology,1.06005253017626,0.00190359082497569,0.0304670286061753,Up,Other,FALSE,Medium
SLPI,4,4,TNF-ALPHA; RECOMBINANT CYTOKINE; RECOMBINANT HEPATOCYTE GROWTH FACTOR; HEPARIN,"",NCI,2.0114266924576,0.00213654015361766,0.0327893965130184,Up,Other,FALSE,Medium
E2F7,3,3,TAMOXIFEN; EDIFOLIGIDE SODIUM; EDIFOLIGIDE,; inhibitor,PharmGKB; ChEMBL,1.7040745830198,4.89300748310158e-08,1.27611239424038e-05,Up,Other,FALSE,Medium
ERICH3,3,3,CITALOPRAM; ANTIDEPRESSANT AGENT; SEROTONIN,"",PharmGKB,3.91158942645871,3.91132132270777e-12,3.88907568268486e-09,Up,Other,FALSE,Medium
ICOS,3,3,FELADILIMAB; MEDI-570; VOPRATELIMAB,agonist; inhibitor,ChEMBL; TTD; ChEMBL,1.7314772331181,0.00298634948532566,0.0402967209177659,Up,Other,FALSE,Medium
LRRC15,3,3,ATENOLOL; HYDROCHLOROTHIAZIDE; METOPROLOL,"",PharmGKB,3.81853776869495,0.000224540539486187,0.00778260445029575,Up,Other,FALSE,Medium
MIA,3,3,RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA 1; RECOMBINANT TYROSINASE-RELATED PROTEIN-1; LYMPHOKINE-ACTIVATED KILLER CELLS,"",NCI,2.52213049549163,0.00395100336168301,0.0488454877058822,Up,Other,FALSE,Medium
NPY4R,3,3,TM30339; OBINEPITIDE; PEPTIDE YY (3-36),agonist; ,TTD; TdgClinicalTrial; ChEMBL; TdgClinicalTrial,-1.29777170567187,4.98527925306096e-05,0.0026744463590141,Down,Other,FALSE,Medium
PDK4,3,3,VER-246608; DEVIMISTAT; SODIUM DICHLOROACETATE,inhibitor; ,GuideToPharmacology; TdgClinicalTrial; ChEMBL,-1.27288312323526,0.000948991613147955,0.0200232195935952,Down,Other,FALSE,Medium
PGF,3,3,AFLIBERCEPT; TB-403; CONBERCEPT,inhibitor,TTD; ChEMBL; TTD; TdgClinicalTrial; ChEMBL; ChEMBL,1.01479532574284,3.61393823798459e-09,1.27764763173549e-06,Up,Other,FALSE,Medium
SLC47A2,3,3,TETRAMETHYLAMMONIUM; METFORMIN; CIMETIDINE,; inhibitor,GuideToPharmacology,-2.1477496926936,2.09591717905948e-13,2.77866220013811e-10,Down,Transporter,FALSE,Medium
THY1,3,3,HUMAN THYMOSIN-FRACTION 5; FREUND'S ADJUVANT; LYSOZYME,"",NCI,1.28290599861013,0.000471155338112658,0.012597664326108,Up,Other,FALSE,Medium
AK4,2,2,TENOFOVIR; ADEFOVIR DIPIVOXIL,"",PharmGKB,1.06687780944421,0.000449658641992107,0.0121660192779803,Up,Other,FALSE,Low
APLN,2,2,STAUROSPORINE; CYCLOOXYGENASE INHIBITOR,"",NCI,2.45347575657318,4.50214087004537e-05,0.00250435521334097,Up,Other,FALSE,Low
ARSL,2,2,TBPS; PICROTOXIN,blocker,GuideToPharmacology,-1.10922396738014,6.80926029485794e-10,3.38526631346547e-07,Down,Other,FALSE,Low
CCR9,2,2,VERCIRNON; MLN3126,inhibitor,TTD; TdgClinicalTrial; ChEMBL; ChEMBL,-2.80649909830708,4.63217872189827e-10,2.54114935471309e-07,Down,Other,FALSE,Low
COL24A1,2,2,OCRIPLASMIN; COLLAGENASE CLOSTRIDIUM HISTOLYTICUM,cleavage,ChEMBL,1.19970952615933,1.67609333397187e-08,5.12787862503049e-06,Up,Other,FALSE,Low
CTNND2,2,2,COMPOUND 4E [PMID: 35546685]; DORAMAPIMOD,inhibitor,GuideToPharmacology,-1.32681082010465,0.00274690215864509,0.0383673981052544,Down,Other,FALSE,Low
EGR2,2,2,COMPOUND 26 [PMID: 34543009]; TRETINOIN,inhibitor; ,GuideToPharmacology; NCI,1.24080985878963,5.50467168466961e-06,0.000506207062609299,Up,Other,FALSE,Low
FGF7,2,2,COMPOUND 34 [PMID: 25974391]; DTRIM24,inhibitor; ,GuideToPharmacology,1.03930655516796,7.61572164152597e-06,0.000645225909708829,Up,Growth Factor/Cytokine,FALSE,Low
HCAR3,2,2,MEPENZOLATE; NIACIN,"",TEND; TdgClinicalTrial; TdgClinicalTrial,1.72064097392021,0.00338832948118416,0.0441843718984908,Up,Other,FALSE,Low
HTRA1,2,2,GALEGENIMAB; HYDROGEN PEROXIDE,antibody; ,GuideToPharmacology; NCI,1.20696506268216,0.000608925793483429,0.0149937267690103,Up,Other,FALSE,Low
IGFBP3,2,2,FLUOROURACIL; CELECOXIB,"",PharmGKB,2.10121453778206,0.000952078837774651,0.0200617512982211,Up,Growth Factor/Cytokine,FALSE,Low
IGFBP5,2,2,THERAPEUTIC ANDROSTANOLONE; RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA 1,"",NCI,1.45564782300552,0.00115585447059438,0.022406941366381,Up,Growth Factor/Cytokine,FALSE,Low
INHBA,2,2,SOTATERCEPT; GARETOSMAB,inhibitor,ChEMBL,2.53140610471315,0.000110822648824823,0.00483034937028523,Up,Other,FALSE,Low
MFGE8,2,2,BRE-3 90Y; MONOCLONAL ANTIBODY 11D10 ANTI-IDIOTYPE VACCINE,binder; ,ChEMBL; TdgClinicalTrial,1.00667207548658,0.000449254990032619,0.0121660192779803,Up,Other,FALSE,Low
OSM,2,2,IL-10; TNF-ALPHA,"",NCI,1.78568100497288,0.000141986373918763,0.0055636975927921,Up,Other,FALSE,Low
PLA2G5,2,2,VARESPLADIB; VARESPLADIB METHYL,; inhibitor,TdgClinicalTrial; ChEMBL,1.53327172669067,1.80854067579531e-05,0.00121657747534076,Up,Other,FALSE,Low
ADAMTS18,1,1,SORAFENIB,"",PharmGKB,1.47219444426199,0.000101204321847324,0.00448484556063812,Up,Other,FALSE,Low
ADAMTSL2,1,1,BUPRENORPHINE,"",PharmGKB,1.07488453381328,0.00271448963041113,0.0380841406227961,Up,Other,FALSE,Low
CCL20,1,1,GSK3050002,"",TTD,1.59229913691707,0.000132016502913672,0.0053966839948805,Up,Other,FALSE,Low
CHST1,1,1,IMATINIB,"",PharmGKB,1.22606320382612,0.000575058398299027,0.0144883419466671,Up,Other,FALSE,Low
CHST11,1,1,CHONDROITIN SULFATES,"",NCI,1.12363791972009,0.000275541269018271,0.00890972774148714,Up,Other,FALSE,Low
CLDN11,1,1,ANASTROZOLE,"",PharmGKB,1.02653310080058,0.00131449666636645,0.0241482908253233,Up,Other,FALSE,Low
CST2,1,1,BALANOL,inhibitor,GuideToPharmacology,3.41791883729141,3.87799402915123e-12,3.88907568268486e-09,Up,Other,FALSE,Low
CST4,1,1,ANTISERUM,"",NCI,3.6830956646188,0.00188028285601266,0.0303659550489947,Up,Other,FALSE,Low
EFNA5,1,1,CCT244747,inhibitor,GuideToPharmacology,1.41576388033585,0.0028361069166031,0.0391663410904849,Up,Other,FALSE,Low
ETV1,1,1,TRAMETINIB DIMETHYL SULFOXIDE,"",CIViC,1.39972762501769,0.00216196823560872,0.0330335367315751,Up,Other,FALSE,Low
FOXC2,1,1,OXALIPLATIN,"",CIViC,1.65808714757914,4.81936834640501e-05,0.0026251361368196,Up,Other,FALSE,Low
FSCN1,1,1,NP-G2-044,"",TTD,1.19718954702492,0.000957452272138103,0.0201216752938508,Up,Other,FALSE,Low
GRPR,1,1,"[D-TPI6, LEU13 &PSI;(CH2NH)-LEU14]BOMBESIN-(6-14)","",TTD,-2.84341698351489,7.67401752881303e-11,5.30808455938637e-08,Down,Other,FALSE,Low
HOXA5,1,1,PEPTIDE 22D,inhibitor,GuideToPharmacology,1.60176566877289,0.00212779390343067,0.0327063509272257,Up,Other,FALSE,Low
HOXB5,1,1,COMPOUND 27 [PMID: 36449304],inhibitor,GuideToPharmacology,1.63064956737542,0.000498083376351298,0.013140975844731,Up,Other,FALSE,Low
HOXC4,1,1,AK-2292,"",GuideToPharmacology,1.72984449869164,1.02179511419226e-05,0.000820996892509328,Up,Other,FALSE,Low
HOXD8,1,1,NX-1607,inhibitor,GuideToPharmacology,1.03748047093931,3.31311359256214e-06,0.000337873872718404,Up,Other,FALSE,Low
HSD17B3,1,1,CURCUMIN,"",DTC,-1.22360987307053,0.00265976363987574,0.0375792004855978,Down,Other,FALSE,Low
IL22RA1,1,1,EFLEPEDOCOKIN ALFA,agonist,ChEMBL,-2.26387736359795,0.00262013305737445,0.0371843860925692,Down,Growth Factor/Cytokine,FALSE,Low
IL31RA,1,2,NEMOLIZUMAB,inhibitor; antibody,ChEMBL; GuideToPharmacology,1.92782253594971,0.000287683806496655,0.0091001019358581,Up,Growth Factor/Cytokine,FALSE,Low
KCNJ2,1,1,DRONEDARONE HYDROCHLORIDE,blocker,ChEMBL,1.21307418755376,0.000916242985528307,0.0195920828720025,Up,Other,FALSE,Low
KIRREL2,1,1,LOSARTAN POTASSIUM,"",PharmGKB,-2.1200919252453,0.00250199125456086,0.0363508482820171,Down,Other,FALSE,Low
KLK7,1,1,CASTANIN,"",DTC,4.54417228659178,6.67336279811649e-06,0.00057699200410454,Up,Kinase,FALSE,Low
LHFPL3,1,1,THERAPEUTIC CORTICOSTEROID,"",PharmGKB,-1.25097254879046,0.000982595986217012,0.0203147568408234,Down,Other,FALSE,Low
LILRA4,1,1,DAXDILIMAB,inhibitor,ChEMBL,1.00133207384565,0.00172083653884715,0.0286667942371929,Up,Other,FALSE,Low
NNMT,1,1,NIACIN,"",TdgClinicalTrial,1.34058306980552,0.000609776932525593,0.0149937267690103,Up,Other,FALSE,Low
NPHS1,1,1,LOSARTAN POTASSIUM,"",PharmGKB,-2.37631522598633,0.00261756312738738,0.0371843860925692,Down,Other,FALSE,Low
NRP2,1,1,DAUNORUBICIN LIPOSOMAL,"",PharmGKB,1.23100726572978,0.00404573407575087,0.0496249679345572,Up,Other,FALSE,Low
OXER1,1,1,5-OXO-ETE,"",DTC,-1.06027084172532,0.00250546101415523,0.0363680467830252,Down,Other,FALSE,Low
PDCD4,1,1,PACLITAXEL,"",CIViC,-1.16884676199719,2.82940553397732e-05,0.00175147909105234,Down,Other,FALSE,Low
PI3,1,1,PROGESTERONE,"",NCI,2.52199708288704,1.42452168576746e-05,0.00101626526900783,Up,Other,FALSE,Low
PMAIP1,1,1,BORTEZOMIB,"",NCI,1.20945705677962,0.000466119867057203,0.012526184062522,Up,Other,FALSE,Low
PNMT,1,1,NERVE GROWTH FACTOR,"",NCI,-2.17948626203629,1.67600404765506e-05,0.0011495588702839,Down,Other,FALSE,Low
RTKN2,1,1,HALOPERIDOL DECANOATE,"",PharmGKB,1.33682950735257,0.0016377928875056,0.0278926954438527,Up,Other,FALSE,Low
SULF2,1,1,VINCRISTINE,"",PharmGKB,1.25526384052545,6.78257263288866e-05,0.00341468189926031,Up,Other,FALSE,Low
SULT1C3,1,1,CANDESARTAN CILEXETIL,"",PharmGKB,-1.35485408963653,0.00174076069737554,0.0289078934598617,Down,Other,FALSE,Low
TENM4,1,1,CAPECITABINE,"",PharmGKB,1.33260148274209,0.0005939979796991,0.014788597588471,Up,Other,FALSE,Low
TREM1,1,1,NANGIBOTIDE,inhibitor,ChEMBL,2.00500513965664,0.0003085260453644,0.00949388946944341,Up,Other,FALSE,Low
TWIST1,1,1,FLUOROURACIL,"",PharmGKB,1.62210733021307,4.98847270965582e-08,1.28002600545023e-05,Up,Other,FALSE,Low
