GeneID	GSM4075467	GSM4075468	GSM4075469	GSM4075470	GSM4075471	GSM4075473	GSM4075474	GSM4075475	GSM4075476	GSM4075477	GSM4075478	GSM4075479	GSM4075480	GSM4075481	GSM4075482	GSM4075466	GSM4075472	GSM4075483
148198	0	1	0	1	0	1	0	2	1	3	0	1	0	0	0	0	1	0
105376917	0	0	0	0	0	0	2	0	0	1	0	0	1	2	0	1	0	0
101929124	0	0	0	1	0	0	2	0	1	1	0	0	0	1	0	0	0	0
100128139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
440518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100996349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
374890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
57615	0	1	1	3	1	1	2	1	1	2	2	13	0	8	2	0	0	1
7652	1	3	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0
646864	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
388523	1	1	0	14	0	0	0	0	7	3	0	0	0	5	0	0	5	1
101929164	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
101929144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129543	2	42	81	0	1	2	2	4	5	2	5	3	6	0	3	3	4	14
440519	8	20	22	5	14	31	72	48	8	11	2	52	38	19	3	16	5	16
100132815	92	128	136	115	152	27	107	75	181	90	144	157	106	113	219	70	132	183
7644	660	984	1273	590	402	270	443	553	869	615	973	651	330	126	692	627	988	553
107985285	15	9	10	30	0	0	0	1	30	7	14	6	0	1	8	0	18	2
104472717	72	97	189	31	63	97	136	170	82	194	78	127	3	8	66	90	100	34
105372335	1	7	6	0	0	0	0	0	2	1	3	0	0	0	0	0	1	2
105372334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372337	0	0	0	3	0	1	0	0	4	1	7	5	0	0	9	0	2	0
105372338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
171392	89	165	231	62	94	74	168	152	93	94	109	147	89	64	128	86	103	117
148213	13	223	315	58	5	4	36	68	52	103	62	118	8	11	75	16	71	57
388524	1147	759	970	350	2017	951	1875	952	301	851	320	780	1017	1282	868	1209	393	721
730087	0	8	5	9	1	1	3	4	6	3	16	3	9	2	17	7	12	4
100505851	0	0	1	8	0	0	0	0	2	1	0	0	0	0	1	0	0	0
9534	112	343	402	156	139	12	138	164	114	213	153	306	179	107	191	132	161	215
100101266	1	4	4	5	0	0	1	1	5	4	1	0	0	2	4	2	4	3
105372345	2	2	4	4	1	0	0	0	1	0	0	1	0	0	0	1	0	0
148189	15	78	99	36	59	52	171	124	34	37	13	67	64	65	27	40	19	13
101927151	42	129	129	55	148	97	285	227	87	110	38	91	125	108	68	52	55	13
105372348	0	1	0	1	0	0	0	0	0	0	1	0	0	0	5	0	0	0
105372347	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	1	0
105372346	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
107985269	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
100420587	0	9	16	1	6	2	116	163	8	2	4	7	1	0	2	0	4	0
105372349	0	73	231	0	47	0	8	12	4	1	0	1	0	0	1	0	0	0
102724908	2	0	0	0	4	53	49	58	0	54	0	0	0	0	1	0	2	1
107985336	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
107985335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102724958	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100505835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7386	3420	1706	1798	1643	3359	3133	5084	3651	2194	1123	1443	2293	2351	2837	3350	2997	2557	1181
105372352	4	2	2	3	3	0	1	1	2	2	6	1	1	0	8	3	3	0
284395	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
342865	0	0	0	9	0	0	1	1	4	2	0	0	0	0	0	0	6	0
10775	690	424	500	381	458	676	682	538	260	378	242	476	516	627	522	779	343	309
105372353	0	0	1	0	1	0	2	0	0	5	0	0	0	7	0	0	0	0
79156	129	80	67	173	80	84	147	141	80	222	61	91	87	204	78	145	109	149
83636	452	341	385	340	393	217	340	306	442	312	224	377	315	402	281	461	308	409
107985345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
898	311	71	149	46	181	530	467	349	68	91	42	213	239	246	85	307	80	79
8725	1508	1240	1713	802	1181	1769	1538	1609	650	977	446	973	1328	1186	683	1226	502	1028
107985271	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
9745	6	41	20	93	3	1	0	0	58	3	37	36	1	0	67	7	31	25
105372354	0	0	0	3	0	0	0	0	0	0	0	0	3	0	2	0	0	0
107985280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372358	1	3	0	2	0	1	0	0	0	6	0	0	1	1	0	3	0	2
105372356	2	2	0	1	0	0	0	0	0	3	0	0	1	0	0	1	0	0
57616	116	236	180	906	52	50	55	121	205	151	115	147	181	262	27	173	322	377
107985312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
107985311	1	2	5	79	0	0	0	0	5	3	3	1	1	2	1	2	15	4
105372360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507527	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
105372361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372363	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
105372364	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
100996665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105376899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101927411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
107985270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22847	508	545	742	414	268	311	403	513	286	322	262	341	349	169	171	450	252	412
400684	9	4	2	6	8	12	27	12	3	4	3	7	8	10	16	15	2	1
147991	529	609	684	258	590	263	276	326	276	409	176	356	391	315	268	498	170	445
9141	1643	706	1029	382	1030	1309	1881	1280	347	887	171	829	963	951	492	1845	263	758
84079	1092	1072	1394	968	604	1152	1093	1133	564	891	561	841	727	544	505	970	801	657
109616972	0	2	4	2	0	0	1	0	0	1	1	6	0	0	0	0	2	2
388531	1	2	7	5	0	4	1	4	0	0	2	1	1	3	1	5	2	1
390916	872	519	701	194	600	521	840	1245	228	395	177	509	256	260	272	763	199	373
105372368	0	1	2	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0
91646	8	3	3	1	0	2	3	7	0	1	0	1	1	2	7	7	0	0
11136	0	1	3	10	2	125	0	1	3	0	9	2	1	0	4	0	35	2
84902	375	222	251	206	223	274	234	273	137	256	87	148	202	212	90	300	147	154
91442	109	53	47	24	27	69	187	132	11	61	27	30	65	74	19	94	23	25
85415	1424	2149	1721	940	1450	1204	957	1098	505	575	962	2212	1368	1037	1966	1273	1195	1051
55094	307	295	296	324	137	255	183	232	174	259	200	291	189	144	319	266	298	190
126248	19	37	48	32	19	35	34	33	14	31	13	46	11	14	8	32	12	44
100189006	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4037	1237	843	1322	1311	252	609	994	1230	798	809	199	737	987	1554	369	901	499	619
56301	5	7	6	22	3	3	8	7	165	38	3	5	5	8	21	6	8	6
1050	1685	988	1257	530	776	1552	1133	1216	2057	1453	996	2113	566	642	1957	1337	1779	761
80054	162	102	188	25	49	110	96	124	85	117	48	96	31	43	185	72	78	67
1054	1921	1343	1390	854	970	1476	1513	1320	1082	1054	1263	1636	1386	1153	1812	1843	1698	922
5184	1612	1054	1508	888	634	1792	1315	1449	470	1201	359	1532	1224	1418	946	1854	1590	638
105372370	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
100996681	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
64377	1	1	2	15	0	4	0	2	4	1	6	0	0	4	4	0	7	2
79047	329	328	366	1472	135	182	420	550	328	662	191	409	518	572	249	228	331	381
105372371	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26065	2189	1960	2406	1707	1385	1808	1775	1941	1270	1417	1051	1578	1757	1614	1152	2074	1346	1689
9710	473	838	969	644	458	283	320	520	623	426	486	528	374	328	216	417	408	917
2821	13741	5348	7380	4071	8533	18900	12713	17006	4043	7639	2353	9851	12374	12434	3465	14522	4235	5728
84306	295	75	149	53	292	326	339	244	29	115	13	141	134	183	68	320	30	149
10054	1920	1315	1825	816	1889	2056	2363	1900	705	1219	387	1568	1548	1346	567	2303	463	1390
126374	100	142	80	402	31	81	60	66	308	220	102	138	135	407	172	84	193	223
100129800	4	1	3	4	5	2	8	4	6	1	3	1	5	2	7	2	2	4
105372374	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
643719	40	26	22	35	39	19	16	25	25	32	20	31	25	29	36	27	24	69
284402	4	3	7	12	7	1	0	2	7	12	5	6	3	1	4	4	3	16
100130342	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2
55900	234	253	287	432	249	187	100	107	303	328	189	253	161	133	259	298	205	310
339318	142	123	119	207	111	86	150	160	113	110	88	116	96	65	113	128	103	144
148103	7	15	20	38	5	20	16	11	23	30	14	22	38	26	40	10	15	33
400685	3	11	11	4	1	0	0	5	4	7	0	0	3	0	1	4	0	6
100652909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105372377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100652911	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
102723513	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
90075	61	49	80	60	37	27	47	38	37	47	18	62	81	79	42	44	32	55
126375	189	107	133	60	150	53	129	137	63	84	28	120	87	78	28	154	28	144
57655	3668	1965	2379	876	2450	602	1013	744	645	1690	281	1186	1244	1875	417	2771	465	4616
6324	44	67	35	134	80	17	22	37	95	124	35	37	64	151	55	65	93	141
3249	1	42	3	8	496	4	16	4	6	6	5	1	6	10	30	2	4	37
100128675	0	3	1	0	29	0	1	2	4	0	0	0	1	8	0	1	1	1
5349	8814	8726	4934	7683	14063	2854	11060	6642	26755	9495	20665	10803	6077	6183	38058	10518	26164	8216
102466205	25	51	31	38	60	15	66	37	85	74	122	89	36	29	131	43	161	68
163175	20	120	48	901	19	25	41	62	506	395	345	91	36	42	376	48	712	168
5348	15	87	43	647	8	8	18	22	364	237	158	20	6	28	396	32	390	60
53822	0	7	2	6	1	1	3	2	2	4	2	1	0	3	4	3	9	4
53827	4163	1426	2048	412	1658	2662	2573	2676	503	4105	264	597	1905	2728	399	4478	489	1584
105372379	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
148109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
51599	9718	7399	8291	2973	8303	9084	5813	6344	5462	7426	8052	8618	7680	8854	9034	9213	9293	2196
105372380	4	15	10	5	4	7	9	7	8	7	17	15	14	6	17	6	7	20
7392	3001	1747	2074	1859	1708	1855	1890	2218	1808	2492	1164	1556	1814	2443	1591	3116	1465	1931
57817	10	7	5	0	4	6	26	32	5	39	2	2	11	49	0	22	2	62
4099	0	0	0	19	0	1	1	0	0	0	0	0	0	0	0	3	0	0
933	9	127	15	297	69	8	12	20	416	122	687	16	26	14	114	24	522	23
100847070	1	5	1	10	6	1	1	2	15	3	33	0	1	2	3	3	20	1
2864	0	0	0	3	0	0	0	0	3	0	5	0	0	0	0	0	0	0
2865	7	10	8	13	0	3	0	1	35	3	1	2	4	5	0	3	4	4
2866	1	3	2	7	1	0	3	1	14	1	1	0	1	1	0	1	0	2
100128682	0	0	1	2	1	0	0	0	1	0	2	0	0	0	0	0	1	0
101927522	17	27	18	4	55	0	1	3	87	1	45	40	0	3	20	12	64	10
2867	11	14	2	14	99	20	45	29	38	11	2	3	92	175	7	10	10	5
388533	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	1
93099	64	129	212	43	362	2293	316	308	101	1638	60	103	828	1162	156	72	94	322
374897	1	1	2	1	0	2	7	4	3	3	0	1	8	30	0	1	0	1
26330	55	107	104	39	65	138	51	46	47	74	29	88	48	18	25	42	26	85
100506469	344	192	267	134	239	464	284	258	104	272	71	220	301	343	158	361	79	201
10430	2165	772	1179	468	1425	2230	1844	1550	477	1150	242	1171	2196	3505	793	2375	346	763
495	0	0	0	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0
102723617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23354	519	319	464	236	404	481	464	472	167	359	119	273	518	477	164	587	112	342
79171	2320	1224	1644	978	1128	1999	1221	1442	800	1737	642	1156	1179	1775	1148	2000	954	836
2116	49	24	26	9	32	47	60	38	16	22	16	21	8	25	15	65	34	17
1340	4522	1775	2050	1507	3580	4080	4539	3340	2857	2565	1849	2250	1943	3738	5681	4243	2515	1502
11045	2	1	1	0	0	2	2	3	14	5	3	1	2	0	0	1	2	0
100862728	0	0	0	0	0	0	1	1	2	1	0	1	1	2	0	0	0	0
27033	13	5	13	7	8	13	14	15	25	12	11	16	2	12	10	19	14	26
9757	2412	1821	2315	1413	999	1587	1017	2041	1395	2091	1177	2445	1949	1065	872	1725	1498	2202
79713	286	184	185	81	158	93	228	206	142	198	107	167	196	355	201	465	154	208
199746	194	309	258	334	317	206	186	176	491	273	275	221	110	228	437	265	287	248
55851	1091	678	849	353	933	988	1089	854	519	799	459	811	681	1185	1210	1285	715	408
55957	178	154	159	183	176	196	189	131	139	257	107	159	121	168	199	212	157	125
126393	61	857	77	14222	30	37	32	64	5306	926	839	26	102	227	728	367	3414	350
148137	580	459	469	334	318	477	307	450	300	426	246	576	402	252	155	567	268	426
115703	297	416	526	354	203	152	135	243	266	808	248	196	180	201	196	346	272	519
644050	2	0	0	9	0	0	0	0	0	1	2	0	0	0	0	0	1	1
58510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
4868	3	14	8	6	0	4	2	1	5	9	9	3	0	3	0	2	13	5
84063	1	2	3	4	0	6	3	2	1	6	6	0	2	1	0	6	1	4
107985317	0	1	0	1	0	2	0	0	0	1	2	0	1	1	0	0	0	0
333	18	48	14	177	22	52	11	14	37	27	32	30	26	129	38	14	100	53
84807	120	117	108	274	117	228	141	121	296	204	124	212	117	167	207	173	144	223
10870	83	58	22	62	44	27	120	105	53	107	48	75	87	221	129	214	46	71
7305	506	376	308	225	293	249	715	692	334	1003	150	491	765	1371	373	1494	215	950
79414	837	423	563	342	335	372	416	597	253	422	216	505	623	722	271	518	369	352
105372383	1	2	0	3	0	0	2	1	7	2	2	0	2	0	2	4	2	1
644096	341	210	262	187	353	453	506	376	162	256	115	159	228	373	340	348	185	202
163183	4	118	186	12	208	261	269	194	52	18	29	24	0	1	86	7	20	9
84964	339	248	312	235	223	377	333	285	223	333	183	232	198	398	479	362	219	208
101927572	25	40	19	219	10	23	27	24	17	27	14	20	18	20	9	22	69	53
25999	225	449	247	2894	73	134	91	206	371	388	254	235	232	396	168	319	977	626
199745	148	112	166	301	123	123	103	107	69	140	31	125	108	126	68	154	159	104
284403	631	190	398	39	130	497	429	570	59	382	85	417	469	459	113	816	81	230
728361	18	5	11	7	12	18	16	14	8	20	4	11	11	9	2	16	5	6
5438	648	309	456	232	439	644	601	494	220	428	139	294	485	955	481	683	245	234
1155	1605	751	960	631	923	1353	1088	744	656	961	341	602	790	1518	801	1568	756	655
105372385	8	7	7	2	1	2	6	2	4	3	4	8	2	8	2	5	2	4
826	12403	6603	6976	4663	8604	10746	7131	8219	5473	8310	5239	7543	6303	9738	8389	12779	8590	5038
1346	65	83	38	512	30	47	97	48	137	101	58	49	96	269	150	98	187	106
147929	60	44	48	38	36	40	52	63	19	22	13	46	55	18	32	40	12	44
7705	1433	1157	1616	543	715	1135	1153	1708	377	666	263	917	1301	902	344	1114	329	973
107985304	328	277	408	156	194	285	296	446	90	172	61	225	322	128	35	295	67	244
100134317	1	3	4	13	0	0	0	0	2	4	1	1	2	7	13	1	8	5
100506930	7	24	19	80	7	6	2	11	37	20	8	17	11	24	27	11	23	35
57677	140	101	107	169	90	44	107	87	103	109	75	89	116	66	61	139	103	94
284406	5	32	28	72	14	14	12	9	32	38	16	34	10	16	23	17	41	34
644189	0	0	2	1	2	0	0	1	0	1	0	0	0	3	0	0	0	1
84924	144	102	168	125	101	70	129	130	69	81	43	117	138	85	83	116	55	145
728752	34	34	25	34	20	11	24	39	16	21	14	26	23	18	12	26	9	16
339324	538	245	371	195	215	205	315	253	133	184	112	255	220	190	126	490	121	329
57711	31	268	409	245	104	150	73	58	159	240	118	219	82	81	151	47	122	300
101927599	6	49	58	42	14	13	12	6	37	46	23	32	8	12	42	1	21	33
84911	3	12	16	106	1	5	10	13	24	26	19	7	4	10	13	8	21	25
92283	24	65	81	112	66	9	37	27	52	64	46	52	55	44	70	16	57	64
163081	75	70	96	66	51	66	88	74	37	68	29	78	81	49	49	82	41	91
101927621	10	14	14	24	6	6	4	8	12	12	8	9	2	7	10	8	5	7
342892	7	69	117	38	35	31	83	95	36	67	16	80	63	50	20	13	39	83
728485	3	2	2	4	0	0	3	3	0	9	0	2	5	2	2	1	0	2
284408	8	8	3	17	3	4	5	2	15	12	10	5	9	10	11	4	12	12
388536	44	50	59	73	19	28	6	12	34	62	32	87	35	24	44	22	31	52
25850	21	85	102	68	24	16	1	7	71	89	49	46	23	9	71	19	56	65
374899	3	27	25	57	1	4	2	3	29	16	14	10	5	18	16	7	20	24
374900	9	35	34	97	5	3	16	10	40	29	29	8	8	37	27	18	25	42
147923	139	86	91	99	69	41	47	34	48	91	29	42	98	91	65	129	44	82
105372390	0	1	0	0	1	1	0	0	1	0	0	0	0	0	3	0	1	1
199704	184	169	203	169	146	80	69	58	129	146	117	122	111	56	85	154	124	122
92285	195	257	303	283	72	103	60	52	195	199	179	233	124	113	173	152	220	187
163087	111	116	128	215	125	85	110	105	120	99	75	101	123	98	129	117	108	135
101927667	1	1	0	14	5	0	0	1	4	4	2	0	0	2	6	3	7	6
284412	1	3	2	14	0	0	0	2	5	8	6	1	2	11	11	2	6	7
284459	393	408	560	468	305	206	237	267	431	539	273	363	446	503	490	250	277	385
84503	82	61	63	102	77	59	74	49	54	49	33	65	52	62	55	109	23	59
148266	19	30	37	90	5	7	4	14	27	33	24	36	14	19	25	23	27	36
148268	10	60	63	117	9	7	15	13	50	72	33	74	36	31	48	32	39	89
101927720	1	8	16	8	1	0	3	0	8	12	1	8	1	0	20	2	3	10
390927	12	111	128	87	2	2	2	6	63	137	38	47	4	11	45	11	31	65
100507433	5	20	30	22	4	3	2	5	15	12	9	6	9	4	12	5	6	13
163255	0	11	9	59	7	4	7	6	27	17	22	4	3	7	16	5	20	17
51276	8	50	56	35	42	23	39	46	24	32	15	16	35	24	17	24	14	33
22835	17	114	153	100	60	6	88	73	48	80	49	101	137	110	50	41	39	127
163115	3	18	10	84	4	2	0	4	26	10	13	3	6	9	15	7	15	12
84775	109	78	98	66	76	7	38	64	58	85	32	121	80	54	81	73	91	47
126231	14	20	40	24	23	4	1	5	20	18	11	29	27	7	3	16	4	35
105372394	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0
644554	1	4	0	32	0	1	0	1	1	4	0	9	0	3	1	1	2	7
100631378	0	2	0	7	0	1	0	0	0	0	0	7	0	0	0	1	1	5
105372395	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
83889	2	4	1	0	1	0	0	0	0	0	2	0	0	1	2	0	0	0
107985301	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23094	3798	2765	2856	1691	1301	1502	878	1393	2120	1870	3825	2182	1860	1057	1929	1912	4810	1125
105372396	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
109623473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
8193	8	3	8	7	2	24	17	20	7	7	5	25	5	25	8	2	5	8
94274	110	227	119	1833	80	78	51	43	328	113	143	96	82	246	219	188	625	293
10653	10314	7184	8605	2479	7402	8831	9271	8216	5203	4703	8015	7788	8145	10097	13717	9014	9078	2965
90522	2145	882	814	721	1582	2021	1503	1303	1153	1513	828	1254	1317	2266	2612	2135	1553	505
64073	1286	430	256	478	739	833	401	235	801	991	555	455	330	548	2001	1196	1158	80
9424	185	1126	1041	782	767	1221	246	380	981	892	1389	1139	978	1366	2533	160	1159	536
57828	24	21	23	23	11	2	4	2	28	18	29	13	8	9	36	33	33	23
5714	4629	2291	2612	1597	3438	3775	4362	3249	1617	2359	1260	2621	3610	4137	1901	5561	1861	1712
199720	9	9	11	14	4	13	7	14	4	34	2	15	15	27	6	11	12	29
399473	43	23	27	25	10	29	16	49	12	34	20	26	75	94	15	40	9	162
147965	732	403	492	301	489	371	432	306	354	511	313	303	396	395	498	748	407	310
115727	27	56	25	64	25	17	38	35	73	74	26	28	66	102	56	47	47	39
6261	11	14	4	66	2	13	8	9	54	38	9	10	11	18	35	31	27	19
107985290	0	0	0	4	0	1	0	0	1	1	0	0	0	0	0	0	4	2
11184	122	117	57	106	69	22	67	83	215	146	199	130	23	43	150	240	243	159
105372397	23	20	7	14	11	7	6	12	33	20	37	16	3	4	24	39	31	19
27335	4224	1607	2083	1837	3319	4132	5500	3896	2386	2031	1251	2257	2388	4050	3962	4461	2353	2004
81	23784	18781	19786	13538	9966	19176	9544	16107	10487	15915	13833	30520	15275	11753	13744	22056	19949	14888
107985291	10	25	20	23	4	10	10	8	27	20	20	51	14	2	16	13	18	68
147968	1752	1491	1720	1187	1975	2104	858	1159	1119	1970	1132	2154	1111	2040	3695	1492	1658	1595
3963	0	0	0	1	2	2	0	0	1	1	0	0	0	3	1	0	0	0
653499	0	0	0	1	1	3	0	2	1	1	0	0	0	1	1	0	1	1
3960	23862	18100	12657	17573	40898	13891	11185	11699	46095	9911	33638	37977	11684	14456	77165	23407	57940	4996
1891	5270	2265	2360	2336	3561	5046	1968	2257	3115	2265	1834	1808	2280	2576	3441	5095	2788	1549
3191	6206	3813	4857	2576	5247	6166	7658	7645	2464	3578	1811	4260	4598	5168	3009	6845	2931	3932
126432	129	92	65	73	310	77	137	116	47	72	56	104	107	101	55	165	51	197
22933	1103	909	1097	1111	1022	932	712	724	650	1081	531	964	891	1026	693	1116	805	748
4793	741	573	703	336	508	868	564	562	433	620	372	527	648	781	714	836	614	339
643669	172	129	130	94	118	208	142	128	131	168	88	114	124	220	336	143	157	93
54938	800	322	429	294	611	986	915	1064	236	572	192	603	371	623	341	799	180	573
6183	1549	467	837	201	1087	1708	2175	1409	206	626	142	712	1081	1490	555	1653	258	383
115290	38	78	49	227	2	22	15	32	107	86	29	32	38	89	55	39	85	137
126433	10	30	13	146	0	6	17	18	106	15	10	7	12	19	4	9	37	26
390928	0	0	0	0	0	1	0	4	1	3	0	0	2	3	0	0	0	0
10298	3563	2323	2699	1149	1583	2143	1910	2464	1847	2517	1739	2227	1870	1873	1745	3007	2596	1195
342897	5	26	14	18	2	3	2	2	47	8	46	2	2	6	11	3	18	3
342898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282617	0	2	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0
101180976	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
282616	0	1	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0
282618	0	1	0	1	0	19	0	0	0	0	1	1	1	0	0	1	3	0
57622	14	28	32	71	4	26	46	123	33	23	26	22	28	68	29	10	47	52
9535	105	111	86	72	116	36	192	121	225	169	79	97	135	308	216	234	132	178
55095	2711	2819	3392	2072	1218	2298	1438	2459	1302	2459	1211	2313	2092	1776	1142	1890	1392	2172
54623	1046	767	802	900	625	853	807	933	739	863	561	873	937	1427	891	966	740	697
55588	1229	819	996	1043	801	801	815	813	584	693	568	628	575	690	557	1257	786	652
7538	4910	18830	13544	11979	3482	6179	3906	4516	23938	3390	12391	8667	12621	13125	4121	3464	10754	7530
100616163	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
100189324	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
64857	323	664	470	932	142	362	210	443	697	648	464	773	545	686	245	340	401	1446
6217	19954	7909	11342	4917	18887	14231	24360	13667	4543	10165	1757	6110	11170	18166	7117	21882	3969	7091
6829	2790	2090	2458	1699	1756	2615	1616	2354	1987	2704	1365	2227	2163	2961	2438	2272	1767	2057
109623469	3	0	7	2	3	7	3	2	3	7	3	4	1	1	2	5	1	5
92609	1679	833	1276	516	1201	1824	2469	1796	433	982	252	912	1375	1739	614	1891	423	806
10683	5	12	16	4	0	3	0	0	1	10	1	12	47	39	1	0	4	1
348303	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126272	7	12	10	57	6	8	3	12	17	12	13	6	8	22	11	17	12	18
163126	219	146	170	146	163	149	170	172	120	135	64	142	145	221	124	185	134	157
105372399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100129935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400696	30	6	2	0	11	0	49	29	0	6	2	14	20	6	2	45	0	27
56891	0	0	0	0	0	0	1	0	0	3	3	3	1	0	1	0	0	0
1178	0	10	0	0	4	0	1	1	11	7	0	3	10	13	9	8	6	4
342900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9149	613	521	522	394	366	505	333	472	377	467	314	408	138	178	375	392	474	297
102465974	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
2091	5173	1602	2905	736	3196	4791	4192	4498	796	2720	454	2156	3126	4350	1493	4949	776	1526
8857	11759	24588	3127	12277	53082	104	365	823	49625	3314	32384	11110	45982	35785	63946	5566	80894	2518
107987267	0	3	0	1	3	0	1	3	0	1	1	2	6	0	0	1	0	3
5704	2675	1468	1762	1058	1534	2637	2483	2265	984	1585	902	2842	2184	2749	1294	3063	1428	1013
339327	31	27	21	88	21	19	13	12	54	28	30	32	43	39	43	31	37	46
163131	243	244	312	298	165	189	177	221	196	262	133	333	297	178	159	231	155	333
284323	176	176	200	131	87	205	111	164	182	165	110	201	215	155	144	173	166	179
4294	637	344	425	371	274	528	313	450	282	430	139	558	372	439	240	469	199	412
148014	17	3	2	15	7	5	5	3	5	2	2	6	2	1	8	16	9	0
79935	183	21	21	6	92	139	196	176	3	283	3	30	9	16	2	226	8	25
208	2336	1779	2173	1993	1380	2287	2123	2274	1639	2062	1125	1795	1636	2099	1368	2038	1490	1736
107985289	2	4	6	8	0	5	5	6	8	3	2	10	5	2	2	2	12	7
693226	2	1	2	2	1	2	0	1	2	1	2	2	1	1	0	2	1	3
